ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
20946,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,30.0,0
26663,Single,Female,60000.0,2.0,Bachelors,Professional,0,1.0,0-1 Miles,Pacific,39.0,1
12663,Married,Female,90000.0,5.0,Partial High School,Skilled Manual,1,2.0,10+ Miles,Europe,59.0,0
27771,Single,Male,30000.0,1.0,Bachelors,Clerical,1,1.0,1-2 Miles,Europe,39.0,1
19508,Married,Male,10000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,30.0,0
21587,Married,Female,60000.0,1.0,Graduate Degree,Skilled Manual,1,0.0,2-5 Miles,North America,34.0,1
19650,Married,Female,30000.0,2.0,Partial College,Clerical,0,2.0,0-1 Miles,Pacific,67.0,0
23358,Married,Male,60000.0,0.0,High School,Professional,1,2.0,5-10 Miles,North America,32.0,1
25681,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,31.0,1
20946,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,30.0,0
28683,Single,Female,10000.0,1.0,High School,Manual,0,1.0,5-10 Miles,Europe,35.0,1
29237,Single,Female,120000.0,4.0,Partial College,Professional,1,3.0,5-10 Miles,North America,43.0,1
23455,Single,Male,80000.0,2.0,Partial High School,Skilled Manual,0,2.0,1-2 Miles,North America,50.0,0
19305,Single,Female,10000.0,2.0,High School,Manual,1,1.0,0-1 Miles,Europe,38.0,1
28758,Married,Male,40000.0,2.0,Partial College,Clerical,1,1.0,1-2 Miles,Europe,35.0,1
25343,Single,Female,20000.0,3.0,Partial High School,Clerical,1,2.0,1-2 Miles,North America,50.0,0
23908,Single,Male,30000.0,1.0,Bachelors,Clerical,0,1.0,0-1 Miles,Europe,39.0,1
14417,Single,Male,60000.0,3.0,High School,Professional,1,2.0,10+ Miles,North America,54.0,1
18267,Married,Male,60000.0,3.0,Bachelors,Professional,1,2.0,5-10 Miles,Pacific,43.0,0
19747,Married,Male,50000.0,4.0,Bachelors,Management,1,2.0,10+ Miles,North America,63.0,0
19117,Single,Female,60000.0,1.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,36.0,1
14238,Married,Male,120000.0,0.0,Partial High School,Professional,1,4.0,10+ Miles,Pacific,36.0,1
12234,Married,Male,10000.0,2.0,Partial College,Manual,1,1.0,2-5 Miles,Europe,52.0,0
17471,Single,Female,80000.0,4.0,Graduate Degree,Management,1,2.0,5-10 Miles,North America,67.0,0
25597,Single,Male,30000.0,0.0,Bachelors,Clerical,0,0.0,0-1 Miles,Europe,36.0,1
23993,Single,Female,10000.0,0.0,Partial College,Manual,0,1.0,0-1 Miles,Pacific,26.0,1
18294,Married,Female,90000.0,1.0,Bachelors,Professional,1,1.0,5-10 Miles,Pacific,46.0,0
27753,Married,Male,40000.0,0.0,High School,Skilled Manual,0,2.0,1-2 Miles,North America,30.0,0
13886,Married,Female,70000.0,4.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,35.0,1
16895,Married,Female,40000.0,3.0,Partial College,Professional,0,2.0,1-2 Miles,North America,54.0,1
18949,Single,Male,70000.0,0.0,Graduate Degree,Management,1,2.0,5-10 Miles,North America,74.0,1
25419,Single,Male,50000.0,2.0,Bachelors,Skilled Manual,0,1.0,0-1 Miles,North America,38.0,1
18594,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,1,3.0,10+ Miles,North America,40.0,1
26412,Married,Female,80000.0,5.0,High School,Management,0,3.0,5-10 Miles,Europe,56.0,0
16377,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,47.0,0
21693,Single,Female,60000.0,0.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,40.0,0
19364,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,Europe,43.0,1
21714,Single,Female,80000.0,5.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,47.0,0
24140,Single,Male,10000.0,0.0,Graduate Degree,Manual,0,0.0,0-1 Miles,Europe,30.0,1
17699,Married,Male,60000.0,1.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,43.0,0
17450,Married,Male,80000.0,5.0,Partial College,Professional,1,3.0,5-10 Miles,North America,45.0,0
23707,Single,Male,70000.0,5.0,Bachelors,Management,1,3.0,10+ Miles,North America,60.0,1
14939,Married,Male,40000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,39.0,1
12344,Single,Female,80000.0,0.0,Bachelors,Professional,0,3.0,10+ Miles,Pacific,31.0,0
11292,Single,Male,150000.0,1.0,Partial College,Professional,0,3.0,0-1 Miles,North America,44.0,1
19012,Married,Male,80000.0,3.0,Bachelors,Management,1,1.0,1-2 Miles,North America,56.0,0
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,0,2.0,0-1 Miles,North America,49.0,0
23915,Married,Male,20000.0,2.0,High School,Manual,1,2.0,0-1 Miles,Europe,42.0,0
19163,Married,Female,70000.0,4.0,Bachelors,Professional,1,2.0,0-1 Miles,North America,43.0,1
20970,Single,Male,10000.0,2.0,Partial College,Manual,1,1.0,0-1 Miles,Europe,52.0,1
26928,Single,Male,30000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,62.0,1
20962,Married,Female,20000.0,1.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,45.0,0
11555,Married,Female,40000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,80.0,0
18491,Single,Female,70000.0,2.0,High School,Professional,1,2.0,5-10 Miles,Pacific,49.0,1
26305,Single,Female,60000.0,2.0,Bachelors,Skilled Manual,0,0.0,0-1 Miles,North America,36.0,1
11489,Single,Female,20000.0,0.0,Partial High School,Manual,0,2.0,1-2 Miles,Europe,35.0,1
12389,Single,Male,30000.0,0.0,High School,Manual,0,1.0,2-5 Miles,Europe,34.0,0
11287,Married,Male,70000.0,5.0,Partial College,Professional,0,3.0,5-10 Miles,North America,45.0,0
14032,Married,Male,70000.0,2.0,High School,Skilled Manual,0,2.0,1-2 Miles,Pacific,50.0,1
14547,Married,Male,10000.0,2.0,Partial College,Manual,1,0.0,1-2 Miles,Europe,51.0,0
23195,Single,Male,50000.0,3.0,Bachelors,Skilled Manual,1,2.0,2-5 Miles,North America,41.0,1
25323,Married,Male,40000.0,2.0,Partial College,Clerical,1,1.0,1-2 Miles,Europe,35.0,1
22719,Single,Male,110000.0,3.0,Bachelors,Management,1,4.0,2-5 Miles,North America,40.0,1
24187,Single,Female,30000.0,3.0,Graduate Degree,Clerical,0,0.0,0-1 Miles,Europe,46.0,1
24369,Married,Male,80000.0,5.0,Graduate Degree,Management,0,2.0,0-1 Miles,Pacific,39.0,0
17841,Single,Male,30000.0,0.0,Partial College,Clerical,0,1.0,0-1 Miles,Europe,29.0,1
16163,Single,Male,60000.0,2.0,Bachelors,Professional,1,1.0,2-5 Miles,Pacific,38.0,1
18423,Single,Male,80000.0,2.0,Partial High School,Skilled Manual,0,2.0,1-2 Miles,North America,52.0,0
11886,Married,Female,60000.0,3.0,Bachelors,Professional,1,1.0,0-1 Miles,North America,48.0,1
12716,Single,Male,30000.0,0.0,Partial College,Clerical,1,1.0,2-5 Miles,Europe,32.0,0
13942,Married,Male,60000.0,1.0,Partial College,Skilled Manual,1,1.0,0-1 Miles,North America,46.0,0
28580,Married,Female,80000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,1-2 Miles,North America,40.0,1
12629,Single,Male,20000.0,1.0,Partial College,Manual,0,0.0,0-1 Miles,Europe,37.0,0
16895,Married,Female,40000.0,3.0,Partial College,Professional,0,2.0,1-2 Miles,North America,54.0,1
14507,Married,Male,100000.0,2.0,Graduate Degree,Management,1,3.0,1-2 Miles,North America,65.0,0
22211,Married,Male,60000.0,0.0,Partial College,Professional,1,2.0,5-10 Miles,North America,32.0,0
13216,Married,Female,60000.0,5.0,Bachelors,Management,1,3.0,10+ Miles,North America,59.0,0
14804,Single,Female,10000.0,3.0,Partial High School,Manual,1,2.0,0-1 Miles,Europe,43.0,0
11233,Married,Male,70000.0,4.0,Partial College,Professional,1,2.0,10+ Miles,North America,53.0,0
17269,Single,Male,60000.0,3.0,Bachelors,Professional,0,0.0,0-1 Miles,North America,47.0,1
23940,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,1,1.0,0-1 Miles,Europe,44.0,1
13586,Married,Male,80000.0,4.0,Partial College,Professional,1,2.0,10+ Miles,Europe,53.0,0
21564,Single,Female,80000.0,0.0,Bachelors,Professional,1,4.0,10+ Miles,Pacific,35.0,0
12821,Married,Male,40000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,39.0,0
26984,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,1,1.0,0-1 Miles,Europe,32.0,1
19057,Married,Female,120000.0,3.0,Bachelors,Management,0,2.0,10+ Miles,Europe,52.0,1
16713,Married,Male,40000.0,2.0,Bachelors,Management,1,1.0,0-1 Miles,Pacific,52.0,1
27803,Single,Female,30000.0,2.0,Partial College,Clerical,0,0.0,0-1 Miles,Europe,43.0,0
18105,Married,Female,60000.0,2.0,Partial College,Professional,1,1.0,10+ Miles,North America,55.0,0
16751,Married,Male,60000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,32.0,1
14754,Married,Male,40000.0,1.0,Partial College,Clerical,1,1.0,1-2 Miles,North America,48.0,1
25303,Single,Male,30000.0,0.0,High School,Manual,1,1.0,2-5 Miles,Europe,33.0,1
12678,Single,Female,130000.0,4.0,High School,Management,1,4.0,0-1 Miles,Pacific,31.0,0
26354,Single,Male,40000.0,0.0,Graduate Degree,Clerical,0,0.0,0-1 Miles,Europe,38.0,1
25792,Single,Female,110000.0,3.0,Bachelors,Management,1,4.0,10+ Miles,Europe,53.0,0
14312,Married,Female,60000.0,1.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,Pacific,45.0,0
14883,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,1,1.0,5-10 Miles,North America,53.0,1
20171,Married,Female,20000.0,2.0,Partial College,Manual,1,1.0,0-1 Miles,Europe,46.0,1
19147,Married,Male,40000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,42.0,0
11538,Single,Female,60000.0,4.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,47.0,1
16895,Married,Female,40000.0,3.0,Partial College,Professional,0,2.0,1-2 Miles,North America,54.0,1
28609,Married,Male,30000.0,2.0,High School,Skilled Manual,0,2.0,0-1 Miles,North America,49.0,0
18910,Single,Male,30000.0,0.0,Partial College,Skilled Manual,1,2.0,5-10 Miles,North America,30.0,0
22127,Married,Male,60000.0,3.0,Graduate Degree,Management,1,2.0,1-2 Miles,North America,67.0,0
16614,Married,Female,80000.0,0.0,Bachelors,Professional,1,3.0,10+ Miles,Pacific,32.0,0
16337,Married,Male,60000.0,0.0,Partial College,Skilled Manual,0,2.0,1-2 Miles,North America,29.0,0
19442,Single,Male,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,Europe,37.0,1
11269,Married,Male,130000.0,2.0,Graduate Degree,Management,1,2.0,0-1 Miles,North America,41.0,0
16651,Married,Female,120000.0,2.0,Bachelors,Management,1,3.0,5-10 Miles,North America,62.0,0
15839,Single,Male,30000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,32.0,0
28625,Single,Male,40000.0,2.0,Partial College,Clerical,0,1.0,1-2 Miles,North America,47.0,1
21184,Single,Male,70000.0,0.0,Bachelors,Professional,0,1.0,5-10 Miles,Pacific,38.0,0
16867,Single,Female,130000.0,1.0,Bachelors,Management,0,3.0,0-1 Miles,North America,45.0,1
25923,Single,Male,10000.0,2.0,Partial High School,Clerical,1,2.0,5-10 Miles,Pacific,58.0,0
17185,Married,Female,170000.0,4.0,Partial College,Professional,0,3.0,5-10 Miles,Europe,48.0,1
22821,Married,Female,130000.0,3.0,Partial College,Professional,1,4.0,0-1 Miles,Europe,52.0,0
19002,Married,Female,60000.0,2.0,Partial College,Professional,1,1.0,2-5 Miles,North America,57.0,1
23882,Single,Female,80000.0,3.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,37.0,1
28278,Married,Male,50000.0,2.0,Graduate Degree,Management,1,2.0,5-10 Miles,North America,71.0,0
15940,Married,Male,100000.0,4.0,Partial College,Professional,1,4.0,0-1 Miles,North America,40.0,0
24201,Married,Female,10000.0,2.0,High School,Manual,1,0.0,0-1 Miles,Europe,37.0,1
27740,Married,Female,40000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,27.0,0
27951,Single,Male,80000.0,4.0,Partial College,Professional,0,2.0,2-5 Miles,Europe,54.0,1
13388,Single,Male,60000.0,2.0,Partial College,Professional,1,1.0,10+ Miles,North America,56.0,0
28972,Single,Female,60000.0,3.0,Graduate Degree,Management,1,2.0,10+ Miles,North America,66.0,0
25792,Single,Female,110000.0,3.0,Bachelors,Management,1,4.0,10+ Miles,Europe,53.0,0
15922,Married,Male,150000.0,2.0,High School,Professional,1,4.0,0-1 Miles,Europe,48.0,0
16179,Single,Female,80000.0,5.0,Bachelors,Professional,1,4.0,1-2 Miles,Pacific,38.0,0
21583,Married,Female,50000.0,1.0,Bachelors,Skilled Manual,1,0.0,0-1 Miles,North America,34.0,1
14805,Single,Female,10000.0,3.0,Partial High School,Manual,1,2.0,0-1 Miles,Europe,43.0,0
19660,Married,Male,80000.0,4.0,Bachelors,Management,1,0.0,0-1 Miles,North America,43.0,0
24119,Single,Male,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,29.0,0
27540,Single,Female,70000.0,0.0,Bachelors,Professional,0,1.0,0-1 Miles,North America,37.0,1
28056,Married,Male,70000.0,2.0,Partial High School,Skilled Manual,1,2.0,10+ Miles,North America,53.0,0
27304,Single,Female,110000.0,2.0,Partial College,Professional,0,3.0,5-10 Miles,Europe,48.0,0
24901,Single,Male,110000.0,0.0,Partial College,Management,0,3.0,10+ Miles,Pacific,32.0,1
13961,Married,Female,80000.0,5.0,Graduate Degree,Management,1,3.0,0-1 Miles,Pacific,40.0,0
11415,Single,Male,90000.0,5.0,Partial College,Professional,0,2.0,10+ Miles,Europe,62.0,0
25323,Married,Male,40000.0,2.0,Partial College,Clerical,1,1.0,1-2 Miles,Europe,35.0,1
18391,Single,Female,80000.0,5.0,Partial College,Professional,1,2.0,5-10 Miles,North America,44.0,0
27650,Married,Male,70000.0,4.0,High School,Professional,1,0.0,5-10 Miles,North America,51.0,0
24151,Single,Male,20000.0,1.0,Bachelors,Clerical,0,0.0,0-1 Miles,Europe,51.0,0
25598,Married,Female,40000.0,0.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,36.0,1
27190,Married,Female,40000.0,3.0,Partial College,Clerical,1,1.0,1-2 Miles,North America,32.0,0
26654,Married,Female,90000.0,1.0,Graduate Degree,Management,1,0.0,0-1 Miles,Pacific,37.0,1
28918,Married,Female,130000.0,4.0,High School,Management,0,4.0,10+ Miles,Europe,58.0,0
14805,Single,Female,10000.0,3.0,Partial High School,Manual,1,2.0,0-1 Miles,Europe,43.0,0
15372,Married,Male,80000.0,3.0,Partial College,Professional,0,2.0,2-5 Miles,North America,50.0,1
23672,Married,Female,60000.0,3.0,Graduate Degree,Management,1,2.0,1-2 Miles,North America,67.0,0
28192,Married,Female,70000.0,5.0,Graduate Degree,Professional,1,3.0,10+ Miles,North America,46.0,0
22974,Married,Female,30000.0,2.0,Partial College,Clerical,1,2.0,5-10 Miles,Pacific,69.0,0
19664,Single,Male,100000.0,3.0,Bachelors,Management,0,3.0,1-2 Miles,North America,38.0,0
11383,Married,Female,30000.0,3.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,46.0,0
12581,Single,Female,10000.0,0.0,Partial College,Manual,0,1.0,0-1 Miles,Pacific,28.0,1
17964,Married,Male,40000.0,0.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,37.0,1
28066,Married,Male,80000.0,2.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,37.0,1
11890,Married,Female,70000.0,5.0,Graduate Degree,Professional,1,1.0,0-1 Miles,North America,47.0,0
16917,Married,Male,120000.0,1.0,Bachelors,Management,1,4.0,0-1 Miles,North America,38.0,0
22496,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,1,2.0,0-1 Miles,Europe,42.0,0
15194,Single,Male,120000.0,2.0,Bachelors,Management,0,3.0,0-1 Miles,North America,39.0,1
22399,Single,Male,10000.0,0.0,Partial College,Manual,1,1.0,1-2 Miles,Pacific,26.0,1
19299,Married,Female,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,Europe,36.0,1
24466,Married,Female,60000.0,1.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,Pacific,46.0,1
16122,Married,Male,40000.0,4.0,High School,Skilled Manual,1,2.0,0-1 Miles,North America,44.0,1
19399,Single,Male,40000.0,0.0,Bachelors,Professional,0,1.0,2-5 Miles,North America,45.0,0
17978,Married,Male,40000.0,0.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,37.0,1
27273,Single,Male,70000.0,3.0,Graduate Degree,Professional,0,0.0,0-1 Miles,North America,35.0,1
12558,Married,Female,20000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,65.0,0
29243,Single,Male,110000.0,1.0,Bachelors,Management,1,1.0,5-10 Miles,North America,43.0,0
14191,Married,Male,160000.0,4.0,Partial College,Professional,0,2.0,10+ Miles,Europe,55.0,1
27582,Single,Female,90000.0,2.0,Bachelors,Professional,0,0.0,0-1 Miles,Pacific,36.0,1
16179,Single,Female,80000.0,5.0,Bachelors,Professional,1,4.0,1-2 Miles,Pacific,38.0,0
21751,Married,Male,60000.0,3.0,Graduate Degree,Management,1,2.0,1-2 Miles,North America,63.0,0
15629,Single,Female,10000.0,0.0,Partial High School,Manual,1,2.0,1-2 Miles,Europe,34.0,0
15275,Married,Male,40000.0,0.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,North America,29.0,0
13981,Married,Female,10000.0,5.0,High School,Skilled Manual,0,3.0,1-2 Miles,Pacific,62.0,0
20946,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,30.0,0
17668,Single,Male,30000.0,2.0,High School,Skilled Manual,1,2.0,1-2 Miles,North America,50.0,1
13690,Single,Female,20000.0,0.0,Partial High School,Manual,0,2.0,1-2 Miles,Europe,34.0,1
14602,Married,Female,80000.0,3.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,36.0,1
18347,Single,Female,30000.0,0.0,Partial College,Skilled Manual,0,1.0,1-2 Miles,North America,31.0,0
22155,Married,Male,20000.0,2.0,Partial High School,Clerical,1,2.0,5-10 Miles,Pacific,58.0,0
12253,Single,Female,20000.0,0.0,Partial College,Manual,1,0.0,0-1 Miles,Pacific,29.0,1
19117,Single,Female,60000.0,1.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,36.0,1
14177,Married,Male,80000.0,5.0,Partial College,Professional,0,2.0,2-5 Miles,Europe,60.0,0
14926,Married,Male,30000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,38.0,1
23731,Married,Male,60000.0,2.0,High School,Professional,1,2.0,2-5 Miles,North America,54.0,1
27832,Single,Female,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,30.0,0
17522,Married,Male,120000.0,4.0,Bachelors,Management,1,1.0,2-5 Miles,Pacific,47.0,0
16795,Married,Female,70000.0,4.0,Bachelors,Management,1,1.0,1-2 Miles,North America,59.0,0
11817,Single,Female,70000.0,4.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,35.0,1
16406,Married,Male,40000.0,0.0,Bachelors,Clerical,0,0.0,0-1 Miles,Europe,38.0,1
26248,Married,Male,20000.0,3.0,Partial High School,Clerical,0,2.0,0-1 Miles,North America,52.0,0
13390,Married,Female,70000.0,4.0,Partial College,Professional,0,1.0,1-2 Miles,North America,56.0,0
27643,Single,Male,70000.0,5.0,Partial College,Professional,1,3.0,2-5 Miles,North America,44.0,0
16144,Married,Male,70000.0,1.0,Graduate Degree,Professional,1,1.0,0-1 Miles,North America,46.0,1
20076,Single,Female,10000.0,2.0,High School,Manual,1,2.0,1-2 Miles,North America,53.0,1
27974,Single,Male,160000.0,2.0,High School,Management,1,4.0,0-1 Miles,Pacific,33.0,1
11200,Married,Male,70000.0,4.0,Bachelors,Management,1,1.0,1-2 Miles,North America,58.0,0
22439,Married,Female,30000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,37.0,1
24738,Married,Female,40000.0,1.0,Partial College,Clerical,1,1.0,1-2 Miles,North America,51.0,1
25908,Married,Female,60000.0,0.0,Partial College,Skilled Manual,0,1.0,1-2 Miles,North America,27.0,0
17864,Married,Female,60000.0,1.0,Partial College,Skilled Manual,1,1.0,2-5 Miles,North America,46.0,1
17848,Single,Male,30000.0,0.0,Partial College,Clerical,0,1.0,2-5 Miles,Europe,31.0,1
17891,Married,Female,10000.0,2.0,Partial College,Manual,1,1.0,0-1 Miles,Europe,50.0,1
13296,Married,Male,110000.0,1.0,Bachelors,Management,1,3.0,5-10 Miles,North America,45.0,0
13133,Single,Male,100000.0,5.0,Bachelors,Professional,1,1.0,5-10 Miles,Pacific,47.0,1
22006,Married,Male,70000.0,5.0,Partial College,Skilled Manual,1,3.0,5-10 Miles,Pacific,46.0,0
11817,Single,Female,70000.0,4.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,35.0,1
19331,Single,Male,20000.0,2.0,High School,Manual,1,1.0,0-1 Miles,Europe,40.0,0
14154,Married,Male,30000.0,0.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,35.0,1
13382,Married,Male,70000.0,5.0,Partial College,Professional,1,2.0,1-2 Miles,North America,57.0,1
21801,Married,Female,70000.0,4.0,Partial College,Professional,1,1.0,1-2 Miles,North America,55.0,0
27951,Single,Male,80000.0,4.0,Partial College,Professional,0,2.0,2-5 Miles,Europe,54.0,1
17482,Single,Female,40000.0,0.0,Partial High School,Clerical,1,2.0,5-10 Miles,North America,29.0,0
21451,Married,Female,40000.0,4.0,High School,Professional,1,2.0,10+ Miles,North America,61.0,0
21306,Single,Male,60000.0,2.0,High School,Professional,1,2.0,5-10 Miles,North America,51.0,0
13287,Single,Male,110000.0,4.0,Bachelors,Management,1,4.0,5-10 Miles,North America,42.0,1
29120,Single,Female,100000.0,1.0,Bachelors,Management,1,4.0,2-5 Miles,Pacific,48.0,0
21713,Single,Male,80000.0,5.0,Graduate Degree,Skilled Manual,0,0.0,0-1 Miles,North America,47.0,0
12993,Married,Male,60000.0,2.0,Bachelors,Professional,1,1.0,2-5 Miles,Pacific,37.0,0
21752,Married,Male,60000.0,3.0,Graduate Degree,Management,1,2.0,10+ Miles,North America,64.0,0
23449,Married,Male,60000.0,2.0,High School,Professional,1,2.0,5-10 Miles,North America,48.0,0
18560,Married,Female,70000.0,2.0,Graduate Degree,Professional,1,0.0,2-5 Miles,North America,34.0,1
21741,Married,Female,70000.0,3.0,Partial College,Professional,1,2.0,5-10 Miles,North America,50.0,1
29298,Single,Female,60000.0,1.0,Partial College,Skilled Manual,1,1.0,5-10 Miles,Pacific,46.0,1
17754,Single,Female,30000.0,3.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,46.0,1
27040,Married,Male,20000.0,2.0,Partial High School,Clerical,1,2.0,1-2 Miles,North America,49.0,0
19618,Married,Male,70000.0,5.0,Partial College,Skilled Manual,1,2.0,0-1 Miles,Pacific,44.0,0
28609,Married,Male,30000.0,2.0,High School,Skilled Manual,0,2.0,0-1 Miles,North America,49.0,0
14662,Married,Male,60000.0,1.0,Bachelors,Professional,1,1.0,0-1 Miles,North America,48.0,1
11225,Married,Female,60000.0,2.0,Partial College,Professional,1,1.0,10+ Miles,North America,55.0,0
14569,Married,Male,60000.0,1.0,Graduate Degree,Professional,1,0.0,0-1 Miles,North America,35.0,0
13585,Married,Female,80000.0,4.0,Partial College,Professional,0,1.0,2-5 Miles,Europe,53.0,1
22227,Married,Female,60000.0,2.0,High School,Professional,1,2.0,5-10 Miles,North America,50.0,0
17048,Single,Female,90000.0,1.0,Graduate Degree,Management,1,0.0,0-1 Miles,Pacific,36.0,1
24725,Married,Female,40000.0,3.0,Partial College,Clerical,1,0.0,1-2 Miles,North America,31.0,0
18740,Married,Male,80000.0,5.0,Bachelors,Professional,0,1.0,0-1 Miles,Pacific,47.0,1
14347,Single,Female,40000.0,2.0,Bachelors,Management,1,2.0,5-10 Miles,Pacific,65.0,1
12503,Single,Female,30000.0,3.0,Partial College,Clerical,1,2.0,0-1 Miles,Europe,27.0,0
15465,Married,Female,10000.0,0.0,Partial College,Manual,0,1.0,0-1 Miles,Pacific,25.0,0
29355,Married,Female,40000.0,0.0,Graduate Degree,Clerical,1,0.0,0-1 Miles,Europe,37.0,1
24397,Single,Male,120000.0,2.0,Bachelors,Management,0,4.0,1-2 Miles,North America,40.0,0
17702,Married,Male,10000.0,1.0,Graduate Degree,Manual,1,0.0,0-1 Miles,Europe,37.0,0
20977,Married,Male,20000.0,1.0,Bachelors,Clerical,1,0.0,0-1 Miles,Europe,64.0,1
18144,Married,Female,80000.0,5.0,Bachelors,Management,1,2.0,2-5 Miles,Europe,61.0,0
28207,Married,Male,80000.0,4.0,Graduate Degree,Management,1,1.0,0-1 Miles,Pacific,36.0,1
25065,Married,Male,70000.0,2.0,Partial High School,Skilled Manual,1,2.0,5-10 Miles,North America,48.0,0
16438,Married,Female,10000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,30.0,0
22014,Single,Male,30000.0,0.0,High School,Skilled Manual,1,2.0,5-10 Miles,North America,26.0,0
19299,Married,Female,50000.0,0.0,Graduate Degree,Skilled Manual,1,0.0,0-1 Miles,Europe,36.0,1
28729,Single,Female,20000.0,0.0,Partial High School,Manual,1,2.0,1-2 Miles,Europe,26.0,1
23197,Married,Male,50000.0,3.0,Bachelors,Skilled Manual,1,2.0,2-5 Miles,North America,40.0,0
14696,Single,Male,10000.0,0.0,Partial High School,Manual,0,2.0,0-1 Miles,Europe,34.0,0
19856,Married,Female,60000.0,4.0,Bachelors,Management,1,2.0,2-5 Miles,North America,60.0,0
22730,Married,Male,70000.0,5.0,Bachelors,Management,1,2.0,10+ Miles,North America,63.0,0
12774,Married,Female,40000.0,1.0,Partial College,Clerical,1,1.0,1-2 Miles,North America,51.0,1
12344,Single,Female,80000.0,0.0,Bachelors,Professional,0,3.0,10+ Miles,Pacific,31.0,0
23704,Single,Male,40000.0,5.0,High School,Professional,1,4.0,10+ Miles,North America,43.0,1
18858,Single,Male,60000.0,2.0,Partial High School,Skilled Manual,1,2.0,5-10 Miles,North America,52.0,1
25597,Single,Male,30000.0,0.0,Bachelors,Clerical,0,0.0,0-1 Miles,Europe,36.0,1
13572,Single,Male,10000.0,3.0,High School,Manual,1,0.0,0-1 Miles,Europe,37.0,1
26597,Single,Female,60000.0,4.0,Bachelors,Skilled Manual,0,2.0,0-1 Miles,North America,42.0,0
19758,Single,Male,60000.0,0.0,Partial College,Skilled Manual,0,2.0,1-2 Miles,North America,29.0,0
26341,Married,Female,70000.0,5.0,Graduate Degree,Professional,1,2.0,0-1 Miles,North America,37.0,0
23893,Married,Male,50000.0,3.0,Bachelors,Skilled Manual,1,3.0,10+ Miles,North America,41.0,0
27218,Married,Female,20000.0,2.0,Partial High School,Clerical,0,0.0,0-1 Miles,North America,48.0,0
